| 2773 |  47570 |  .  0   ..  .u..  ...  ...  |        |
| 2776 |  47631 |  .  00  n.  .v..  ...  ...  |        |
| 2772 |  47654 |  .  1   ..  .u..  ...  ...  |        |
| 4865 |  47912 |  .  0   .t  ....  ...  ...  |        |
| 2781 |  47943 |  s  00  n.  ....  ...  ...  |        |
| 2782 |  47960 |  .  0   ..  vvv.  ...  ...  |        |
| 4868 |  48066 |  .  0   .t  ....  ...  ...  |        |
| 4874 |  48260 |  .  0   .t  ....  ...  ...  |        |
| 4876 |  48324 |  .  00  ..  .u..  ...  ...  |        |
| 2787 |  48428 |  .  01  ..  v.v.  ...  ...  |        |
| 2792 |  48559 |  .  22  ..  .uv.  v..  ...  |        |
| 4888 |  48977 |  d  0   ..  ....  ...  ...  |        |
| 2803 |  48982 |  .  0   ..  .u..  ...  ...  |        |
| 2802 |  49005 |  .  00  ..  .v..  ...  ...  |        |
| 3980 |  49065 |  .  1   ..  v2b.  ...  ...  |        |
| 4890 |  49221 |  .  00  .t  ....  ...  ...  |        |
| 4891 |  49261 |  .  0   .t  ....  ...  ...  |        |
| 2812 |  49593 |  .  0   n.  .vv.  ...  ...  |        |
| 2818 |  49900 |  .  01  n.  vvv.  ...  ...  |        |
| 2819 |  49934 |  .  1   n.  ....  ...  ...  |        |
| 2822 |  50067 |  .  1   ..  .vv.  ...  ...  |        |
| 4909 |  50076 |  .  00  .t  ....  ...  ...  |        |
| 2821 |  50222 |  .  01  n.  ....  ...  ...  |        |
| 2823 |  50303 |  .  00  n.  .v..  ...  ...  |        |
| 2824 |  50333 |  .  21  n.  ....  ...  ...  |        |
| 4914 |  50439 |  .  01  ..  v.v.  ...  ...  |        |
| 2826 |  50505 |  .  01  .c  ....  ...  ...  |        |
| 4917 |  50528 |  d  00  ..  ....  ...  ...  |        |
| 2827 |  50546 |  .  00  n.  ....  ...  ...  |        |
| 2829 |  50635 |  .  10  n.  ....  ...  ...  |        |
| 2828 |  50685 |  .  00  n.  .v..  ...  .s.  |        |
| 2834 |  50847 |  .  31  ..  v2v.  ...  ...  |        |
| 4924 |  50873 |  .  1   .t  ....  ...  ...  |        |
| 2835 |  51008 |  s  30  n.  .v..  ...  ...  |        |
| 2837 |  51161 |  .  00  n.  ....  ...  ...  |        |
| 2838 |  51290 |  .  00  n.  ....  ...  ...  |        |
| 4930 |  51424 |  s  0   ..  ....  ...  ...  |        |
| 2841 |  51437 |  .  0   n.  ....  ...  ...  |        |
| 2839 |  51448 |  .  00  n.  .v..  ...  ...  |        |
| 2846 |  51775 |  .  00  ..  .u..  ...  ...  |        |
| 4941 |  51813 |  .  0   .t  ....  ...  ...  |        |
| 2847 |  51835 |  .  01  ..  ....  v..  ...  |        |
| 4942 |  51868 |  .  02  .t  ....  ...  ...  |        |
| 2845 |  51883 |  .  0   n.  ....  ...  ...  |        |
| 2849 |  52136 |  .  00  n.  .u..  ...  ...  |        |
| 2855 |  52353 |  .  0   n.  vv..  ...  ...  |        |
| 2858 |  52472 |  .  0   n.  ....  ...  ...  |        |
| 2860 |  52689 |  .  0   ..  .v..  ...  ...  |        |
| 4956 |  52707 |  .  60  ..  ....  ...  ...  |        |
| 2862 |  52827 |  .  0   .t  ....  ...  ...  |        |
| 2863 |  52959 |  .  22  n.  .u..  ...  ...  |        |
| 2865 |  53064 |  s  11  n.  vv..  ...  ...  |        |
| 2868 |  53154 |  .  10  .t  ....  ...  ...  |        |
| 2866 |  53257 |  .  00  nc  .v..  ...  ...  |        |
| 2869 |  53261 |  .  00  n.  ....  ...  ...  |        |
| 2873 |  53472 |  .  0   nt  ....  ...  ...  |        |
| 2874 |  53530 |  .  10  ..  ....  ...  .s.  |        |
| 2875 |  53546 |  .  00  .t  ....  ...  ...  |        |
| 2877 |  53737 |  .  00  n.  ....  ...  ...  |        |
| 2879 |  53907 |  .  30  ..  .vv.  ...  ...  |        |
| 2880 |  53954 |  .  0   n.  ....  u..  ...  |        |
| 4973 |  53975 |  .  01  .t  ....  ...  ...  |        |
| 4979 |  54211 |  .  01  .t  ....  ...  ...  |        |
| 2892 |  54522 |  s  01  n.  ....  ...  ...  |        |
| 4987 |  54598 |  .  4   ..  ....  ...  ...  |        |
| 2894 |  54811 |  .  00  ..  ....  u..  ...  |        |
| 4990 |  54889 |  s  02  ..  ....  ...  ...  |        |
| 4993 |  55209 |  .  00  n.  ....  ...  ...  |        |
| 4998 |  55444 |  .  20  .t  ....  ...  ...  |        |
| 2907 |  55485 |  .  00  n.  vvv.  ...  ...  |        |
| 2911 |  55657 |  .  2   ..  .vv.  v..  ...  |        |
| 2912 |  55716 |  .  00  ..  .u..  ...  ...  |        |
| 2915 |  56035 |  .  0   n.  .v..  ...  ...  |        |
| 5013 |  56101 |  d  00  ..  ....  ...  ...  |        |
| 2917 |  56127 |  .  03  ..  .u..  ...  ...  |        |
| 2918 |  56146 |  .  02  ..  .vv.  ...  ...  |        |
| 5014 |  56160 |  s  00  ..  ....  ...  ...  |        |
| 2921 |  56318 |  .  3   ..  .u..  ...  ...  |        |
| 2922 |  56319 |  s  0   ..  ....  ...  ...  |        |
| 5018 |  56378 |  d  00  ..  ....  ...  ...  |        |
| 2923 |  56410 |  .  0   ..  .vv.  ...  ...  |        |
| 2924 |  56445 |  .  01  n.  .u..  ...  ...  |        |
| 2926 |  56480 |  .  0   n.  .vv.  ...  ...  |        |
| 2927 |  56553 |  .  0   n.  vvv.  ...  ...  |        |
| 2932 |  56779 |  s  01  ..  .u..  ...  ...  |        |
| 5026 |  56819 |  .  0   ..  ....  u..  ...  |        |
| 5029 |  56931 |  s  01  .t  ....  ...  ...  |        |
| 2937 |  57013 |  .  00  ..  .vv.  ...  ...  |        |
| 5035 |  57016 |  .  41  ..  ....  ...  ...  |        |
| 5039 |  57204 |  d  02  ..  ....  ...  ...  |        |
| 5040 |  57264 |  s  0   ..  ....  ...  ...  |        |
| 5042 |  57653 |  .  00  .t  ....  ...  ...  |        |
| 2949 |  57971 |  d  40  ..  ....  ...  ...  |        |
| 2950 |  58082 |  .  2   ..  .v..  ...  ...  |        |
| 2951 |  58110 |  .  0   n.  ....  ...  ...  |        |
| 2953 |  58181 |  .  01  n.  ....  ...  ...  |        |
| 2954 |  58287 |  .  00  n.  ....  ...  ...  |        |
| 2955 |  58327 |  .  40  ..  ....  ...  ...  |        |
| 5051 |  58339 |  .  11  .t  ....  ...  ...  |        |
| 5052 |  58345 |  .  00  ..  v...  ...  ...  |        |
| 2960 |  58510 |  .  01  n.  .u..  ...  ...  |        |
| 3957 |  58545 |  .  00  ..  .u..  ...  ...  |        |
| 5057 |  58650 |  .  60  ..  ....  ...  ...  |        |
| 2963 |  58654 |  .  1   n.  .uv.  u..  ...  |        |
| 2967 |  59010 |  .  00  ..  .u..  ...  ...  |        |
| 5071 |  59100 |  .  0   .t  ....  ...  ...  |        |
| 5074 |  59197 |  .  00  .t  ....  ...  ...  |        |
| 2973 |  59309 |  .  01  n.  .u..  ...  ...  |        |
| 5081 |  59482 |  .  02  .t  ....  ...  ...  |        |
| 5082 |  59487 |  .  0   .t  ....  ...  ...  |        |
| 2977 |  59501 |  .  3   n.  .v..  ...  ...  |        |
| 2978 |  59608 |  .  21  n.  ....  ...  ...  |        |
| 2980 |  59746 |  .  21  n.  .u..  ...  ...  |        |
| 3958 |  59767 |  .  10  ..  .v..  ...  ...  |        |
| 2981 |  59819 |  .  0   n.  vvvu  b..  ...  |        |
| 2982 |  59847 |  .  0   n.  ....  ...  ...  |        |
| 5088 |  59999 |  .  0   .t  ....  ...  ...  |        |
| 2984 |  60018 |  .  20  n.  .v..  u..  ...  |        |
| 2986 |  60044 |  .  10  ..  .vv.  ...  ...  |        |
| 2993 |  60467 |  .  3   ..  vvv.  v..  .s.  |        |
| 2994 |  60485 |  .  1   ..  .vv.  ...  ...  |        |
| 5094 |  60500 |  s  01  ..  v.v.  ...  ..i  |  3012  |
| 2997 |  60697 |  .  0   n.  .v..  ...  ...  |        |
| 5098 |  60790 |  d  01  ..  ....  ...  ...  |        |
| 5099 |  60791 |  .  00  ..  ..v.  ...  ...  |        |
| 3000 |  60795 |  .  00  ..  .u..  ...  ...  |        |
| 3001 |  60813 |  .  00  ..  vvv.  ...  ...  |        |
| 5100 |  60924 |  s  2   n.  ....  ...  ...  |        |
| 5102 |  60986 |  .  03  ..  ....  ...  ...  |        |
| 3003 |  61208 |  .  40  ..  ....  ...  ...  |        |
| 5108 |  61290 |  .  00  ..  ..v.  ...  ...  |        |
| 5109 |  61459 |  .  40  ..  ....  ...  ...  |        |
| 3005 |  61468 |  .  01  n.  ....  ...  ...  |        |
| 5111 |  61573 |  .  4   ..  ....  ...  ...  |        |
| 3009 |  61658 |  s  01  n.  .u..  ...  ...  |        |
| 3010 |  61688 |  .  00  n.  .v..  ...  ...  |        |
| 3013 |  61748 |  .  21  ..  .u..  ...  ...  |        |
| 5119 |  62017 |  .  2   ..  ....  u..  ...  |        |
| 3015 |  62027 |  .  00  nt  .vv.  ..b  ..i  |  3013  |
| 3017 |  62170 |  .  01  ..  vv..  ...  ...  |        |
| 5128 |  62189 |  s  30  ..  ....  ...  ...  |        |
| 3021 |  62523 |  .  22  n.  ..v.  ...  ...  |        |
| 3022 |  62541 |  .  0   n.  .u..  ...  ...  |        |
| 5136 |  62664 |  .  00  .t  ....  ...  ...  |        |
| 3024 |  62867 |  .  20  .t  .vv.  ...  ...  |        |
| 3030 |  63024 |  s  2   n.  ....  ...  ...  |        |
| 3033 |  63109 |  .  00  n.  ....  ...  ...  |        |
| 5149 |  63560 |  s  42  ..  ....  ...  ...  |        |
| 3041 |  63647 |  .  0   n.  .u..  ...  ...  |        |
| 5151 |  63666 |  d  1   ..  ....  ...  ...  |        |
| 5155 |  63751 |  .  00  .t  ....  ...  ...  |        |
| 3045 |  64022 |  .  2   ..  .u..  ...  ...  |        |
| 3046 |  64122 |  .  01  ..  .u..  ...  ...  |        |
| 5163 |  64162 |  .  01  .t  ....  ...  ...  |        |
| 3050 |  64231 |  .  1   nc  ....  ...  ...  |        |
| 5164 |  64391 |  s  0   ..  ....  ...  ...  |        |
| 3051 |  64408 |  .  0   ..  .u..  ..c  ..i  |  3014  |
| 3057 |  64527 |  .  0   ..  vvv.  ...  ...  |        |
| 3058 |  64769 |  .  0   ..  ....  ...  .s.  |        |
| 3060 |  64774 |  .  1   n.  .v..  ...  ...  |        |
| 3063 |  64906 |  .  00  n.  ....  ...  ...  |        |
| 3064 |  64979 |  .  20  .c  ....  ...  ...  |        |
| 5177 |  65076 |  .  0   .t  ....  ...  ...  |        |
| 3072 |  65466 |  .  00  ..  .uvu  ...  ...  |        |
| 3076 |  65790 |  .  1   ..  .v..  ...  ...  |        |
| 3079 |  66006 |  s  01  n.  .v..  ...  ...  |        |
| 3083 |  66234 |  .  00  n.  .vv.  ...  ...  |        |
| 5198 |  66345 |  s  40  ..  ....  ...  ...  |        |
| 3085 |  66417 |  s  2   n.  .v..  ...  ...  |        |
| 5202 |  66516 |  d  10  ..  ....  ...  ...  |        |
| 5205 |  66535 |  d  0   ..  ....  ...  ...  |        |
| 3087 |  66738 |  s  12  n.  ....  ...  ...  |        |
| 3088 |  66798 |  .  01  n.  vv..  ...  ...  |        |
| 3090 |  66903 |  .  1   ..  .u..  ...  ...  |        |
| 5215 |  67004 |  .  0   n.  vvv.  b..  ...  |        |
| 3094 |  67250 |  .  0   nc  .v..  ...  ...  |        |
| 5222 |  67538 |  .  00  .t  ....  ...  ...  |        |
| 3103 |  67589 |  .  1   .c  ....  ...  ...  |        |
| 5224 |  67662 |  s  01  ..  ....  ...  ...  |        |
| 3099 |  67664 |  .  0   ..  ....  u..  ...  |        |
| 3102 |  67665 |  s  0   n.  ....  ...  ...  |        |
| 3104 |  67714 |  .  00  n.  ....  ...  ...  |        |
| 3106 |  67782 |  .  20  n.  ....  ...  ...  |        |
| 3107 |  67929 |  .  21  ..  .u..  ...  ...  |        |
| 3986 |  68009 |  .  10  ..  ....  u..  ...  |        |
| 3109 |  68030 |  .  0   n.  ....  ...  ...  |        |
| 5230 |  68136 |  .  04  ..  ....  ...  ...  |        |
| 3112 |  68282 |  .  01  ..  .vv.  ...  ...  |        |
| 5238 |  68351 |  .  0   .t  ....  ...  ...  |        |
| 3111 |  68431 |  .  00  ..  .v..  v..  ...  |        |
| 3114 |  68498 |  .  0   n.  ....  ...  ...  |        |
| 3118 |  68707 |  .  01  n.  ....  ...  ...  |        |
| 3119 |  68842 |  .  00  ..  ....  v..  b..  |        |
| 3121 |  69065 |  .  0   .t  ....  ...  ...  |        |
| 3124 |  69068 |  s  12  .c  .v..  ...  ...  |        |
| 3126 |  69107 |  .  10  ..  .u..  ...  ...  |        |
| 3128 |  69373 |  s  01  ..  .u..  ...  ...  |        |
| 3130 |  69592 |  .  01  n.  ....  ...  ...  |        |
| 5258 |  69614 |  s  20  n.  ....  ...  ...  |        |
| 5259 |  69634 |  .  0   .t  ....  ...  ...  |        |
| 5264 |  69850 |  s  2   ..  ....  ...  ...  |        |
| 3129 |  69896 |  .  0   ..  v2v.  ...  ...  |        |
| 3134 |  70012 |  .  01  ..  .v..  ...  ...  |        |
| 3135 |  70027 |  .  20  n.  ....  ...  ...  |        |
| 3136 |  70051 |  .  00  n.  ....  ...  ...  |        |
| 5267 |  70218 |  .  0   nt  ....  ..u  ..i  |  3015  |
| 5268 |  70229 |  d  00  ..  ....  ...  ...  |        |
| 3137 |  70243 |  .  4   ..  ....  ...  ...  |        |
| 3139 |  70310 |  .  0   n.  ....  ...  ...  |        |
| 3140 |  70379 |  .  01  ..  ....  v..  ...  |        |
| 3142 |  70517 |  .  00  n.  ....  ...  ...  |        |
| 3144 |  70762 |  .  00  n.  ....  ...  ...  |        |
| 3143 |  70794 |  .  20  n.  ....  ...  ...  |        |
| 3146 |  70873 |  .  10  n.  ....  ...  ...  |        |
| 3145 |  70894 |  .  01  n.  ....  ...  ...  |        |
| 3150 |  70952 |  .  10  n.  ....  ...  ...  |        |
| 5284 |  71083 |  .  00  .t  ....  ...  ...  |        |
| 5285 |  71098 |  .  0   n.  ....  ...  ...  |        |
| 3151 |  71115 |  .  00  n.  .v..  ...  ...  |        |
| 3159 |  71196 |  .  00  n.  .u..  ...  ...  |        |
| 5288 |  71198 |  s  0   ..  ....  ...  ...  |        |
| 3154 |  71251 |  .  00  n.  ....  ...  ...  |        |
| 3155 |  71280 |  .  10  n.  .u..  ...  ...  |        |
| 5293 |  71295 |  .  00  n.  ....  ...  ...  |        |
| 3985 |  71348 |  s  10  ..  ....  ...  ...  |        |
| 3161 |  71573 |  .  0   n.  .uv.  ...  ...  |        |
| 5302 |  71678 |  .  0   .t  ....  ...  ...  |        |
| 3163 |  71832 |  .  00  ..  .v..  ...  ...  |        |
| 3166 |  72012 |  .  20  n.  vv..  ...  ...  |        |
| 3168 |  72208 |  s  01  n.  ....  ...  ...  |        |
| 3167 |  72210 |  .  0   ..  .v..  ...  ...  |        |
| 5310 |  72339 |  .  00  ..  ....  ...  ..i  |  3016  |
| 3169 |  72449 |  .  0   n.  ....  ...  ...  |        |
| 3171 |  72552 |  .  00  nc  vvv.  ...  ...  |        |
| 3172 |  72567 |  .  0   n.  vv..  b..  ...  |        |
| 3176 |  73095 |  .  2   ..  vvv.  ...  ...  |        |
| 3179 |  73100 |  .  30  n.  .u..  ...  ...  |        |
| 3177 |  73165 |  .  00  n.  ....  ...  ...  |        |
| 3180 |  73341 |  .  00  ..  .u..  ...  ...  |        |
| 3182 |  73369 |  .  0   n.  ....  ...  ...  |        |
| 5335 |  73456 |  d  70  ..  ....  ...  ...  |        |
| 3183 |  73497 |  .  31  ..  .v..  ...  ...  |        |
| 3181 |  73500 |  .  1   .t  ....  v..  ...  |        |
| 3190 |  73620 |  .  40  ..  ....  ...  ...  |        |
| 5337 |  73622 |  .  00  .t  ....  ...  ...  |        |
| 3191 |  73634 |  .  11  nt  ....  ...  ...  |        |
| 3193 |  73945 |  .  0   n.  ....  ...  ...  |        |
| 3196 |  74026 |  .  01  ..  vvv.  ...  ...  |        |
| 5342 |  74033 |  .  01  ..  ....  .v.  ...  |        |
| 3194 |  74066 |  .  00  ..  .vv.  ...  b..  |        |
| 3197 |  74083 |  .  0   n.  ....  ...  ...  |        |
| 3201 |  74505 |  .  0   n.  ....  ...  ...  |        |
| 3202 |  74514 |  .  2   ..  .u..  ...  ...  |        |
| 3204 |  74596 |  .  01  n.  .u..  ...  ...  |        |
| 3206 |  74732 |  .  01  ..  .v..  ...  ...  |        |
| 3205 |  74837 |  .  11  .t  ....  ...  ...  |        |
| 3207 |  74857 |  .  02  ..  .u..  ...  ...  |        |
| 5359 |  74918 |  .  30  .t  ....  ...  ...  |        |
| 3211 |  75206 |  .  23  ..  ....  ...  ...  |        |
| 3213 |  75230 |  .  00  n.  .u..  ...  ...  |        |
| 3215 |  75260 |  .  1   ..  .u..  ...  ...  |        |
| 3212 |  75349 |  d  2   ..  ....  ...  ...  |        |
| 3214 |  75352 |  .  01  ..  .u..  ...  ...  |        |
| 3216 |  75369 |  .  00  n.  ....  ...  ...  |        |
| 5366 |  75532 |  .  0   .t  ....  ...  ...  |        |
| 3218 |  75572 |  .  0   n.  ....  ...  ...  |        |
| 3959 |  75634 |  .  1   .t  ....  ...  ...  |        |
| 3221 |  75761 |  .  01  ..  .v..  ...  ...  |        |
| 3222 |  75788 |  .  61  ..  ....  ...  ...  |        |
| 5372 |  75903 |  s  2   ..  ....  ...  ...  |        |
| 3225 |  75974 |  .  4   ..  .u..  ...  ...  |        |
| 3223 |  76048 |  .  0   n.  .u..  ...  ...  |        |
| 3224 |  76106 |  .  00  ..  .uv.  ...  ...  |        |
| 3226 |  76133 |  .  00  n.  ....  ...  ...  |        |
| 5376 |  76174 |  .  01  .t  ....  ...  ...  |        |
| 3227 |  76233 |  .  00  n.  ....  ...  ...  |        |
| 3230 |  76337 |  .  20  .t  .v..  ...  ...  |        |
| 3231 |  76372 |  .  01  ..  .v..  ...  ...  |        |
| 5379 |  76438 |  .  0   ..  v.v.  ...  ...  |        |
| 3240 |  76519 |  .  01  ..  vv..  ...  ...  |        |
| 3239 |  76742 |  .  0   ..  .v..  ...  ...  |        |
| 5387 |  76802 |  .  0   .t  ....  ...  ...  |        |
| 5390 |  76865 |  s  20  ..  ....  ...  ...  |        |
| 3243 |  76866 |  .  20  ..  .vv.  ...  ...  |        |
| 5391 |  76867 |  .  10  .t  ....  ...  ...  |        |
| 3235 |  76877 |  s  01  ..  ....  ...  ...  |        |
| 3247 |  76957 |  .  00  ..  .vv.  ...  ...  |        |
| 5393 |  77007 |  .  21  ..  .u..  ...  ...  |        |
| 3249 |  77048 |  .  00  ..  .u..  ...  ...  |        |
| 5400 |  77507 |  d  2   ..  ....  ...  ...  |        |
| 3255 |  77738 |  .  01  ..  .v..  ...  ...  |        |
| 3257 |  77902 |  .  01  n.  .u..  ...  ...  |        |
| 3256 |  77910 |  .  00  n.  .u..  ...  .s.  |        |
| 3253 |  77982 |  .  11  .t  ....  ...  ...  |        |
| 5407 |  77998 |  .  52  ..  ....  ...  ...  |        |
| 3259 |  78012 |  .  0   nc  .v..  ...  ...  |        |
| 5409 |  78278 |  .  1   .t  ....  ...  ...  |        |
| 3260 |  78286 |  .  1   n.  .u..  ...  ...  |        |
| 5414 |  78450 |  .  10  ..  ..v.  ...  ...  |        |
| 3268 |  78554 |  .  00  n.  .vvb  ...  ...  |        |
| 3271 |  78592 |  .  00  n.  ....  ...  ...  |        |
| 3267 |  78655 |  .  0   ..  .u..  v..  ...  |        |
| 5420 |  78803 |  s  00  ..  ....  ...  ...  |        |
| 5422 |  78866 |  d  11  ..  ....  ...  ...  |        |
| 3276 |  78893 |  .  01  n.  .u..  ...  ...  |        |
| 3274 |  79007 |  .  01  n.  .vv.  ...  ...  |        |
| 3275 |  79098 |  .  00  ..  .2v.  u..  ...  |        |
| 3277 |  79199 |  .  01  ..  .vv.  ...  ...  |        |
| 3279 |  79332 |  .  00  n.  .v..  ...  ...  |        |
| 5427 |  79479 |  s  00  ..  ....  ...  ...  |        |
| 3283 |  79488 |  .  21  n.  .u..  ...  ...  |        |
| 3286 |  79692 |  .  0   n.  .v..  ...  ...  |        |
| 3291 |  79804 |  s  0   n.  .u..  ...  ...  |        |
| 5440 |  79972 |  .  0   .t  ....  ...  ...  |        |
| 5441 |  80144 |  .  11  .t  ....  ...  ...  |        |
| 5442 |  80193 |  d  0   ..  ....  ...  ...  |        |
| 5451 |  80525 |  .  0   .t  ....  ...  ...  |        |
| 5456 |  80662 |  .  43  ..  ....  ...  ...  |        |
| 3300 |  80693 |  .  0   n.  .v..  ...  ...  |        |
| 5458 |  80697 |  .  10  .t  ....  ...  ...  |        |
| 3303 |  80704 |  s  01  n.  ....  ...  ...  |        |
| 3301 |  80782 |  .  0   ..  .vv.  ...  ...  |        |
| 3302 |  80874 |  .  30  ..  .uv.  ...  ...  |        |
| 5463 |  80996 |  .  1   .t  ....  ...  ...  |        |
| 3309 |  81007 |  .  00  n.  ....  ...  ...  |        |
| 3310 |  81008 |  .  10  n.  ....  ...  ...  |        |
| 3311 |  81122 |  .  0   n.  .uv.  ...  ...  |        |
| 3306 |  81141 |  .  1   .t  ....  ...  ...  |        |
| 3314 |  81289 |  .  33  ..  ....  ...  ...  |        |
| 5470 |  81383 |  s  0   ..  ....  ...  ...  |        |
| 5471 |  81401 |  .  01  ..  ..v.  ...  ...  |        |
| 3316 |  81425 |  .  02  n.  ....  ...  ...  |        |
| 3323 |  81670 |  .  10  n.  ....  ...  ...  |        |
| 3321 |  81733 |  .  01  ..  .vv.  ...  ...  |        |
| 3324 |  81734 |  .  2   n.  ....  ...  ...  |        |
| 5477 |  81779 |  .  0   .t  ....  ...  ...  |        |
| 5478 |  81843 |  s  02  ..  ....  ...  ...  |        |
| 3325 |  81891 |  .  00  ..  .u..  ...  ...  |        |
| 3330 |  81911 |  .  1   n.  .u..  ...  ...  |        |
| 3332 |  82073 |  .  21  nc  .v..  ...  ...  |        |
| 5482 |  82140 |  .  00  ..  .v..  ...  ...  |        |
| 3336 |  82172 |  s  0   n.  ....  ...  ...  |        |
| 3333 |  82216 |  .  0   .c  .vv.  ...  ...  |        |
| 3339 |  82422 |  .  00  n.  .v..  ...  ...  |        |
| 3342 |  82730 |  .  0   n.  .u..  ...  ...  |        |
| 3343 |  82764 |  .  0   n.  .u..  ...  ...  |        |
| 3351 |  82880 |  .  10  ..  .vv.  ...  ...  |        |
| 3346 |  82989 |  .  0   n.  ....  ...  ...  |        |
| 3347 |  83007 |  .  00  n.  ....  ...  ...  |        |
| 3349 |  83013 |  .  1   n.  vv..  u..  ...  |        |
| 5496 |  83065 |  .  0   .t  ....  ...  ...  |        |
| 3348 |  83090 |  .  20  n.  ....  ...  ...  |        |
| 3350 |  83202 |  .  61  ..  ....  ...  ...  |        |
| 5500 |  83366 |  s  02  ..  ....  ...  ...  |        |
| 5501 |  83416 |  s  00  .t  ....  ...  ...  |        |
| 5504 |  83480 |  .  03  ..  ....  ...  ...  |        |
| 3355 |  83535 |  .  2   ..  .u..  ...  ...  |        |
| 5505 |  83591 |  .  00  .c  ....  ...  ...  |        |
| 3357 |  83635 |  .  01  n.  .v..  ...  ...  |        |
| 3358 |  83684 |  .  0   n.  ....  ...  ...  |        |
| 5512 |  83876 |  .  0   ..  v.v.  ...  ...  |        |
| 3363 |  83896 |  .  00  n.  ....  ...  ...  |        |
| 5514 |  83977 |  .  41  ..  ....  ...  ...  |        |
| 3367 |  84021 |  .  0   n.  .v..  ...  ...  |        |
| 5518 |  84148 |  s  0   ..  ....  ...  ...  |        |
| 3366 |  84150 |  .  0   n.  .uv.  ...  ...  |        |
| 3370 |  84183 |  .  00  ..  .u..  ...  ...  |        |
| 5523 |  84480 |  .  03  ..  ....  ...  ...  |        |
| 5526 |  84588 |  .  20  n.  ....  ...  ...  |        |
| 3373 |  84656 |  .  10  ..  .u..  ...  ...  |        |
| 3375 |  84691 |  .  1   n.  ....  ...  ...  |        |
| 3377 |  84835 |  .  00  ..  .u..  ...  ...  |        |
| 3381 |  84950 |  .  00  ..  .v..  ...  ...  |        |
| 3374 |  84969 |  .  10  n.  ....  ...  ...  |        |
| 3378 |  85147 |  .  00  n.  .u..  ...  ...  |        |
| 5533 |  85179 |  .  00  .t  ....  ...  ...  |        |
| 3382 |  85195 |  .  02  n.  .v..  v..  ...  |        |
| 5534 |  85252 |  .  01  .t  ....  ...  ...  |        |
| 3390 |  85317 |  .  0   n.  ....  ...  ...  |        |
| 5537 |  85507 |  .  0   .t  ....  ...  ...  |        |
| 5539 |  85527 |  d  01  ..  ....  ...  ...  |        |
| 3393 |  85912 |  .  0   n.  .v..  ...  ...  |        |
| 3392 |  85922 |  .  0   n.  ....  ...  ...  |        |
| 3397 |  86178 |  .  0   n.  ....  ...  ...  |        |
| 3399 |  86284 |  .  02  ..  ....  u..  ...  |        |
| 5548 |  86383 |  .  0   .t  ....  ...  ...  |        |
| 5550 |  86409 |  s  00  ..  ....  ...  ...  |        |
| 3403 |  86468 |  .  00  ..  ....  v..  ...  |        |
| 3405 |  86565 |  .  50  ..  v2.b  b..  ...  |        |
| 5556 |  86677 |  s  0   n.  ....  ...  ...  |        |
| 3412 |  87174 |  .  21  .t  ....  ...  ...  |        |
| 5568 |  87287 |  .  00  ..  ..v.  ...  ...  |        |
| 5570 |  87411 |  s  0   ..  ....  ...  ...  |        |
| 3419 |  87445 |  .  0   ..  vv..  ...  ...  |        |
| 3420 |  87558 |  .  0   n.  .vv.  ...  ...  |        |
| 5571 |  87576 |  .  0   ..  ....  ...  a..  |        |
| 3429 |  87728 |  .  10  ..  .v..  ...  ...  |        |
| 3423 |  87782 |  .  01  n.  .v..  ...  ...  |        |
| 5577 |  87797 |  s  00  ..  ....  ...  ...  |        |
| 5578 |  87824 |  .  70  ..  ....  ...  ...  |        |
| 3425 |  87846 |  .  00  ..  .uv.  ...  ...  |        |
| 5582 |  87858 |  .  0   .t  ....  ...  ...  |        |
| 3430 |  88116 |  .  0   ..  .vv.  ...  ...  |        |
| 3433 |  88122 |  .  3   ..  .u..  ...  ...  |        |
| 5585 |  88161 |  .  0   .t  ....  ...  ...  |        |
| 3432 |  88213 |  .  2   ..  .uv.  ...  ...  |        |
| 3438 |  88760 |  .  02  ..  .v..  ...  ...  |        |
| 3442 |  88862 |  .  0   .t  ....  ...  ...  |        |
| 3437 |  88866 |  .  0   ..  vv..  ...  ...  |        |
| 5600 |  88978 |  .  51  .t  ....  ...  ...  |        |
| 3447 |  89047 |  .  10  ..  .u..  ...  ...  |        |
| 3444 |  89099 |  .  00  ..  .vv.  ...  ...  |        |
| 3448 |  89172 |  s  0   n.  .v..  ...  ...  |        |
| 3451 |  89279 |  .  01  ..  vvv.  ...  ...  |        |
| 3450 |  89288 |  .  00  ..  ....  v..  ...  |        |
| 3455 |  89448 |  .  11  ..  .v..  ...  ...  |        |
| 3960 |  89465 |  s  10  ..  ....  ...  ...  |        |
| 3453 |  89597 |  .  01  ..  .u..  ...  ...  |        |
| 3454 |  89609 |  .  00  .t  ....  ...  ...  |        |
| 5611 |  89669 |  s  00  ..  ....  ...  ...  |        |
| 5614 |  89755 |  .  00  ..  v.v.  ...  ...  |        |
| 3458 |  89981 |  s  1   n.  ....  ...  ...  |        |
| 3460 |  90067 |  .  0   nt  .v..  ...  ...  |        |
| 3459 |  90096 |  .  3   n.  .vv.  ...  ...  |        |
| 3463 |  90191 |  .  0   ..  vvv.  ...  ...  |        |
| 3461 |  90200 |  .  01  .c  .uv.  ...  ...  |        |
| 5619 |  90281 |  .  01  ..  ....  v..  ...  |        |
| 3465 |  90344 |  .  0   ..  .v..  ...  ...  |        |
